אנדורו - היירסקרמבל
מרוץ 3 עונת 2018 - פצאל - 12-05-2018

מקצועית E1
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
2,90,משה אלקיים,5,18:37.429,1:38:37.906,9.632
3,64,תאמר כנעאן,5,19:24.272,1:42:12.766,3:44.492
4,34,אושרי פלח,5,19:37.046,1:44:21.759,5:53.485
5,700,יוסי בן שטרית,5,20:03.445,1:44:57.202,6:28.928
6,92,עידן עטיה,5,19:59.756,1:45:43.303,7:15.029
7,96,מיכאל מצרי,5,20:17.270,1:48:07.406,9:39.132
8,89,ישראל בוזגלו,5,19:35.867,1:49:14.036,10:45.762
9,32,כרמאוי מוחמד,3,24:25.326,1:39:25.324,2 הקפות
הקפה מהירה: (74) אזברגה איברהים - 18:25.660

מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,333,נועם ריימונד,3,19:09.640,1:02:16.074,-
2,141,דור תורגמן,3,19:31.931,1:04:04.963,1:48.889
3,85,סמי עותמאן,3,20:18.094,1:05:37.927,3:21.853
4,138,אלון טייר,3,21:27.022,1:09:18.364,7:02.290
5,611,אייל עוקבי,3,22:31.367,1:11:19.893,9:03.819
6,757,מוחמד סעאבנה,3,24:02.532,1:18:54.271,16:38.197
7,777,עידן (קוקילידה) נח,3,24:19.379,1:19:00.804,16:44.730
8,385,תומר סטרדינר,3,26:07.961,1:22:03.730,19:47.656
9,203,אורי עזרא,3,27:12.723,1:24:01.589,21:45.515
10,202,אסף אדום,3,26:06.575,1:25:36.397,23:20.323
11,66,ויסמן יונתן,3,28:24.804,1:27:46.217,25:30.143
12,145,אייל משיח,2,24:14.216,1:18:42.722,1 הקפה
הקפה מהירה: (333) נועם ריימונד - 19:09.640

ג'וניורס מקצועית
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,40,רז עידן,5,19:33.924,1:48:12.998,-
2,460,ענבר זלינגר,4,24:09.031,1:39:02.035,1 הקפה
3,404,ניב סבן,4,23:47.131,1:41:22.763,1 הקפה
4,228,עידו כהן,4,25:26.833,1:45:10.879,1 הקפה
5,500,שקד כהן,3,25:14.344,1:40:21.532,2 הקפות
לא סיים - DNF
,108,שי ספקטור,2,20:04.382,43:11.079,3 הקפות
הקפה מהירה: (40) רז עידן - 19:33.924

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8
1,8,5,8,5,5,8,8,8
2,5,8,5,8,8,5,5,5
3,88,22,22,22,22,22,94,94
4,22,88,94,94,94,94,22,22
5,94,94,88,88,88,88,88,88
6,61,25,25,25,25,25,25,25
7,25,518,15,15,15,15,15,84
8,518,84,518,84,84,84,84,15
9,84,15,800,518,518,518,2,
10,15,800,84,2,2,2,518,
11,800,2,2,800,800,800,800,
12,11,14,30,30,11,11,11,
13,2,30,11,11,30,30,30,
14,14,117,117,117,212,212,117,
15,117,212,212,212,117,117,212,
16,20,11,45,33,33,45,,
17,212,20,702,121,121,,,
18,30,45,33,702,702,,,
19,45,353,121,45,353,,,
20,353,702,353,353,111,,,
21,111,33,21,111,130,,,
22,702,121,111,130,74,,,
23,121,21,130,21,90,,,
24,130,111,28,142,142,,,
25,33,130,142,28,21,,,
26,21,28,74,74,146,,,
27,901,745,745,90,745,,,
28,28,142,90,745,45,,,
29,142,74,146,146,28,,,
30,745,90,901,901,901,,,
31,56,901,333,64,64,,,
32,40,146,64,34,56,,,
33,101,333,34,56,34,,,
34,108,108,700,101,179,,,
35,74,64,56,700,700,,,
36,90,56,40,40,92,,,
37,700,700,101,179,18,,,
38,179,34,141,92,96,,,
39,146,101,179,18,40,,,
40,64,141,92,139,89,,,
41,34,179,85,96,139,,,
42,139,40,110,110,71,,,
43,333,92,139,89,110,,,
44,96,139,89,71,,,,
45,201,110,71,519,,,,
46,92,217,18,252,,,,
47,85,89,96,460,,,,
48,110,201,519,404,,,,
49,519,85,138,228,,,,
50,141,519,252,188,,,,
51,611,18,611,,,,,
52,71,96,460,,,,,
53,18,71,404,,,,,
54,252,611,757,,,,,
55,89,138,777,,,,,
56,138,252,228,,,,,
57,460,460,217,,,,,
58,217,757,385,,,,,
59,228,404,188,,,,,
60,188,228,203,,,,,
61,757,777,202,,,,,
62,203,188,66,,,,,
63,404,385,100,,,,,
64,385,203,32,,,,,
65,777,66,500,,,,,
66,66,202,,,,,,
67,202,100,,,,,,
68,100,500,,,,,,
69,500,32,,,,,,
70,32,145,,,,,,
71,145,,,,,,,

ג'וניורס מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,26,עומר רוזנבלום,12,3:15.724,43:25.083,-
2,10,בועז סאסי,11,3:24.449,40:32.247,1 הקפה
3,77,ארז מלמן,11,3:23.444,41:29.079,1 הקפה
4,39,טל אבטליון,11,3:38.685,P 44:37.867,1 הקפה
5,321,מעין חמוי,10,3:35.562,40:49.770,2 הקפות
6,66,אור זרקו,10,3:40.011,41:55.342,2 הקפות
7,115,מעיין עוזיאל,10,3:45.839,44:18.887,2 הקפות
8,78,גאלי חן אור חיים,9,3:54.716,40:22.017,3 הקפות
9,140,אריאל קסורלה,9,3:31.243,41:02.228,3 הקפות
10,121,גל אזולאי,9,4:16.611,41:22.598,3 הקפות
11,9,איתמר ברדה,9,4:05.580,45:05.590,3 הקפות
12,119,ניב הימן,7,4:12.981,41:43.764,5 הקפות
13,501,אימרי אסף,5,6:46.040,41:21.435,7 הקפות
לא סיים - DNF
14,45,רועי שטרן,,-,-,-
15,67,כהן ירין,,-,-,-
הקפה מהירה: (26) עומר רוזנבלום - 3:15.724

סופר ג'וניורס מקצועי
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,1,בן אלמגור,11,3:22.584,41:51.461,-
2,27,אופיר קייסי צמח,10,3:37.326,42:21.651,1 הקפה
3,517,רן שמאי,9,4:13.481,40:58.242,2 הקפות
4,48,שי אשכנזי,8,4:27.224,43:36.453,3 הקפות
5,888,יותם עוזיאל,7,5:48.978,44:08.611,4 הקפות
הקפה מהירה: (1) בן אלמגור - 3:22.584

סופר ג'וניורס מתחילים
מקום,מספר,שם,הקפות,הקפה מהירה,זמן,פער
1,109,איתי וינברג,8,4:30.129,41:59.130,-
2,44,עומר כהן,8,4:35.143,42:14.507,15.377
3,34,נדב ברדה,6,4:57.822,43:24.204,2 הקפות
4,46,גיא גולדשטיין,5,6:17.658,46:58.994,3 הקפות
הקפה מהירה: (109) איתי וינברג - 4:30.129

מהלך המירוץ
מקום,הקפה 1,הקפה 2,הקפה 3,הקפה 4,הקפה 5,הקפה 6,הקפה 7,הקפה 8,הקפה 9,הקפה 10,הקפה 11,הקפה 12
1,1,1,1,1,1,1,26,26,26,26,26,26
2,10,26,26,26,26,26,1,1,1,10,10,
3,27,27,10,10,10,10,10,10,10,1,77,
4,26,10,140,77,77,77,77,77,77,77,1,
5,140,140,77,140,140,140,140,39,39,39,39,
6,66,77,27,27,39,39,39,321,321,321,,
7,77,66,66,66,321,321,321,115,66,66,,
8,9,39,39,39,115,115,115,66,27,27,,
9,39,321,321,321,66,66,66,27,115,115,,
10,321,115,115,115,27,27,27,517,78,,,
11,517,517,517,517,517,517,517,78,517,,,
12,115,9,121,78,9,121,78,121,140,,,
13,119,121,78,9,121,78,121,140,121,,,
14,121,78,9,121,78,9,9,9,9,,,
15,78,48,119,44,44,44,109,109,,,,
16,48,119,48,48,109,119,44,44,,,,
17,34,44,44,109,48,109,48,48,,,,
18,44,34,109,119,119,48,119,,,,,
19,888,109,34,34,888,888,888,,,,,
20,109,888,888,888,34,34,,,,,,
21,501,46,501,46,501,,,,,,,
22,46,501,46,501,46,,,,,,,
23,,,,,,,,,,,,
24,,,,,,,,,,,,

© כל הזכויות שמורות לתנועה מדידת זמנים
